id,premise,hypothesis,label,explanation,type,idiom
2444,End of semester one of my roommates left without cleaning out his share of the dorm room and housing department fined me.,I really enjoyed the fact that my roommate's departure without cleaning up caused me to have to clean his side of the room and the housing department fined me as a result,Contradiction,Someone's departure without cleaning up can cause a lot of inconvenience to the people who are left behind and so the roommate is not considerate at all and the housing department punishing the person who was left to clean is unfair.,Sarcasm,
6025,"I think that one person working alone can achieve more than two people working together, so I don't expect you to work with Elena.","I always believe that two heads are better than one, so I expect you to work with Elena.",Contradiction,"The idiom two heads are better than one means that two people who are trying to solve a problem together achieve more than one person who works alone. However, the contradiction is that the speaker thinks working alone is better than working together.",Idiom,two heads are better than one
1839,But the skies are blue,But the skies are like a robin's egg.,Entailment,"A robin's egg is a very pale blue, so the skies being like a robin's egg would imply that they are blue.",Simile,
4740,The only option in front of her was both tempting and traitorous.,The lone possibility swam in front of her like a mirage in the desert.,Entailment,"A mirage is an optical illusion, so the lone possibility in front of her may not be as it seems.",Simile,
6552,"Even though the world was in chaos, each day was repetitive and nearly identical for sister Mercy.","While the tumult of the sixties raged in the world outside, within the walls of st. mary's, sister mercy's days were like an endless string of rosary beads",Entailment,"Rosary beads are often used in prayer, and they have a repetitive, identical and monotonous quality to them which is compared to Sister Mercy's routine.",Simile,
2148,The first thing I noticed when I walked in the room was the black leather chair behind the desk- it was narrow and uncomfortable looking.,"Before I could do or look at anything else, I noticed the chair behind the desk-black leather and looking like a football player's shoulders.",Contradiction,"A football player's shoulders are broad, so the chair would not be narrow, and it would be comfortable because it would be able to accomodate more people",Simile,
4625,I was not at all surprised hitting his shoulder playfully.,My jaw dropped and I hit his shoulder playfully.,Contradiction,"To have one's jaw drop is to be so shocked that one's mouth literally opens wide in surprise, but this context describes being not at all shocked and playfully hitting someone's shoulder.",Idiom,jaw drop
3053,I was feeling pretty much alone when I didn't see my boyfriend for two days.,I felt really valued when I didn't see my boyfriend for two days.,Contradiction,A relationship should involve spending time with each other and not avoiding each other so not seeing someone for two days cannot make them feel valued.,Sarcasm,
731,It irritates me when my roommate doesn't clean up the room,I can't stop admiring the situation when my roommate doesn't clean up the room and it becomes a total mess.,Contradiction,Most people would not want to live in a room that is messy and cluttered and so someone who admires this situation cannot be in their right mind.,Sarcasm,
2457,I just took an HIV test because I'm worried about my partner's fiedelity.,Me taking an HIV test is not at all me getting anxious about my partner's celebrated fidelity but just for fun,Contradiction,Someone taking an HIV test is usually because they are anxious about their partner's fidelity and so doing it for fun cannot be a real reason but more because they are rather worried.,Sarcasm,
